,brgy_name,ADM4_PCODE,ADM4_REF,mun_name,ADM3_PCODE,prov_name,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,Shape_Leng,Shape_Area,AREA_SQKM,corn_farmers
1825,San Antonio,PH0203134016,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.073865146,0.000163333,1.920041865,33
1826,San Isidro East,PH0203134017,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.054958406,0.000154846,1.819959603,14
1827,San Isidro West,PH0203134018,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.049289229,0.000115095,1.35275443,24
1828,San Rafael East,PH0203134020,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.065151916,0.000170617,2.005740476,20
1829,San Rafael West,PH0203134019,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.050646465,0.000100914,1.186358368,12
1830,Villabuena,PH0203134021,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.225058774,0.002424243,28.49571618,6
1831,Ammugauan,PH0203136001,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.058137347,0.000191612,2.253206823,24
1832,Antagan,PH0203136002,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.067510776,0.000169899,1.998502137,25
1833,Bagabag,PH0203136003,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.065538263,0.000205692,2.419234624,26
1834,Bagutari,PH0203136004,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.045476658,0.00010755,1.264873677,59
1835,Balelleng,PH0203136005,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.08339054,0.000311968,3.669120534,75
1836,Barumbong,PH0203136006,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.197545038,0.001292098,15.19964,5
1837,Biga Occidental,PH0203136029,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.162363134,0.000792333,9.318919879,14
1838,Biga Oriental,PH0203136030,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.095625733,0.000379679,4.465285779,5
1839,Bolinao-Culalabo,PH0203136009,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.055841334,0.000171113,2.012379195,48
1840,Bubug,PH0203136008,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.185129558,0.001371363,16.13049196,26
1841,Ca?ogan Abajo Norte,PH0203136010,Canogan Abajo Norte,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.052933178,0.000149241,1.755029548,21
1842,Ca?ogan Abajo Sur,PH0203136017,Canogan Abajo Sur,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.048312127,0.000138017,1.623125799,29
1843,Ca?ogan Alto,PH0203136018,Canogan Alto,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.037856909,7.922417e-05,0.931712507,27
1844,Calanigan Norte,PH0203136031,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.037248662,3.934562e-05,0.462784138,9
1845,Calanigan Sur,PH0203136032,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.055896537,7.205442e-05,0.847518356,24
1846,Calinaoan Centro,PH0203136013,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.053779112,7.772044e-05,0.914279128,31
1847,Calinaoan Malasin,PH0203136015,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.023015745,2.748929e-05,0.323363585,21
1848,Calinaoan Norte,PH0203136016,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.030502601,3.643442e-05,0.428583007,26
1849,Centro,PH0203136019,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.046051272,9.020269e-05,1.060772737,42
1850,Colunguan,PH0203136020,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.061035282,0.000125336,1.474266451,40
1851,Malapagay,PH0203136021,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.039970587,7.887522e-05,0.927725575,28
1852,San Rafael Abajo,PH0203136022,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.044388912,9.277134e-05,1.090924586,16
1853,San Rafael Alto,PH0203136023,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.045372509,9.852577e-05,1.158658502,15
1854,San Roque,PH0203136024,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.038171686,8.42167e-05,0.990425066,28
1855,San Vicente,PH0203136025,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.053624317,0.000162354,1.90921308,51
1856,Uauang-Galicia,PH0203136027,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.036595958,8.252363e-05,0.970560961,8
1857,Uauang-Tuliao,PH0203136026,,Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.052240031,0.000144147,1.695341162,17
1858,Annafunan,PH0203137001,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.048608284,0.000147431,1.734878546,14
1859,Antagan I,PH0203137002,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.451228397,0.002547985,29.98306304,29
1860,Antagan II,PH0203137003,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.12658915,0.00050527,5.945734448,32
1861,Arcon,PH0203137005,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.10937134,0.000417407,4.911649503,2
1862,Balug,PH0203137007,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.048008806,0.000112474,1.323693724,13
1863,Banig,PH0203137008,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.427508151,0.002803272,32.98114926,30
1864,Bantug,PH0203137009,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.111138957,0.000726429,8.549286365,7
1865,Barangay District 1 (Pob.),PH0203137037,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.011061018,5.86812e-06,0.069053863,1
1866,Barangay District 2 (Pob.),PH0203137038,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.010746692,6.6804e-06,0.078613733,
1867,Barangay District 3 (Pob.),PH0203137039,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.028311986,2.269701e-05,0.267095694,2
1868,Barangay District 4 (Pob.),PH0203137040,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.011798303,6.39463e-06,0.075249883,
1869,Bayabo East,PH0203137010,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.075742377,0.000312921,3.68279961,6
1870,Caligayan,PH0203137012,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.452387456,0.004308005,50.69827372,30
1871,Camasi,PH0203137013,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.57114299,0.004840588,56.94519423,41
1872,Carpentero,PH0203137014,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.041893973,8.718701e-05,1.026037406,9
1873,Compania,PH0203137015,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.031209405,4.681492e-05,0.550931244,6
1874,Cumabao,PH0203137016,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.519034901,0.004659844,54.82868497,36
1875,Fermeldy (Hcda. San Francisco),PH0203137021,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.07698485,0.000337258,3.967174742,47
1876,Fugu Abajo,PH0203137018,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.054272219,0.000188851,2.221506757,42
1877,Fugu Norte,PH0203137019,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.046625291,7.387708e-05,0.86904812,32
1878,Fugu Sur,PH0203137020,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.021255505,2.269655e-05,0.267000048,4
1879,Lalauanan,PH0203137022,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.061556257,0.00018126,2.133392793,1
1880,Lanna,PH0203137023,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.10581948,0.000407389,4.79273224,24
1881,Lapogan,PH0203137024,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.129211342,0.000929634,10.94340828,48
1882,Lingaling,PH0203137025,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.02942208,2.59492e-05,0.305349356,6
1883,Liwanag,PH0203137026,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.539486094,0.002724668,32.06811741,2
1884,Malamag East,PH0203137029,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.036238682,8.100203e-05,0.952893293,34
1885,Malamag West,PH0203137030,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.038050138,7.864246e-05,0.925123601,33
1886,Maligaya,PH0203137031,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.032710257,6.395056e-05,0.752555255,9
1887,Minanga,PH0203137032,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.108501572,0.000336455,3.959487812,16
1888,Moldero,PH0203137055,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.083203441,0.000170162,2.001516361,56
1889,Namnama,PH0203137033,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.142101231,0.000740004,8.706956992,35
1890,Paragu,PH0203137035,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.083706269,0.000336351,3.958502723,21
1891,Pilitan,PH0203137036,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.077036019,0.00036218,4.262781299,39
1892,San Mateo,PH0203137041,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.082553853,0.000392629,4.619820776,21
1893,San Pedro,PH0203137042,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.075013522,0.000237351,2.792926113,2
1894,San Vicente,PH0203137044,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.164066408,0.001280697,15.06739817,7
1895,Santa,PH0203137045,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.162154491,0.000911189,10.71880108,18
1896,Santa Catalina,PH0203137046,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.077626946,0.000219139,2.578420156,38
1897,Santa Visitacion (Maggayu),PH0203137027,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.027826675,3.484065e-05,0.41000584,3
1898,Santo Ni?o,PH0203137047,Santo Nino,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.08877621,0.000402484,4.737453356,11
1899,Sinippil,PH0203137048,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.059006127,0.00016998,1.999724424,11
1900,Sisim Abajo,PH0203137050,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.175583438,0.000473396,5.570687204,14
1901,Sisim Alto,PH0203137051,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.083387164,0.000364672,4.291424777,18
1902,Tunggui,PH0203137053,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.099269177,0.000524249,6.166422283,34
1903,Ugad,PH0203137054,,Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.095108175,0.000413708,4.867479096,58
1904,Abuyo,PH0205015001,,Alfonso Castaneda,PH0205015,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.278345059,0.003409079,40.40469826,2
1905,Cawayan,PH0205015003,,Alfonso Castaneda,PH0205015,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.45778597,0.006558386,77.69530398,41
1906,Galintuja,PH0205015002,,Alfonso Castaneda,PH0205015,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.559119585,0.011861166,140.562116,19
1907,Lipuga,PH0205015004,,Alfonso Castaneda,PH0205015,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.430708847,0.0064571,76.49617189,43
1908,Lublub (Pob.),PH0205015005,,Alfonso Castaneda,PH0205015,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.426268983,0.008286272,98.21657656,13
1909,Pelaway,PH0205015006,,Alfonso Castaneda,PH0205015,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.245009646,0.002807953,33.25810373,87
1910,Ammoweg,PH0205001001,,Ambaguio,PH0205001,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.149459401,0.000874899,10.33278495,6
1911,Camandag,PH0205001004,,Ambaguio,PH0205001,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.289134475,0.00223123,26.34801012,8
1912,Dulli,PH0205001010,,Ambaguio,PH0205001,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.305986801,0.003539575,41.80575399,5
1913,Labang,PH0205001005,,Ambaguio,PH0205001,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.241670089,0.002232914,26.38426596,15
1914,Napo,PH0205001006,,Ambaguio,PH0205001,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.207978599,0.001543362,18.22910667,
1915,Poblacion,PH0205001007,,Ambaguio,PH0205001,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.175115152,0.001104822,13.05158628,5
1916,Salingsingan,PH0205001008,,Ambaguio,PH0205001,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.181687939,0.001284727,15.17704936,9
1917,Tiblac,PH0205001009,,Ambaguio,PH0205001,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.279434807,0.002212739,26.14240242,9
1918,Anayo,PH0205002016,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.162481936,0.001022516,12.09860239,
1919,Baan,PH0205002017,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.236508358,0.002183633,25.82687185,1
1920,Balite,PH0205002018,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.197272319,0.001271381,15.04414406,
1921,Banganan,PH0205002001,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.079167878,0.000294196,3.479301925,
1922,Beti,PH0205002002,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.140201507,0.000852783,10.08926979,2
1923,Bone North,PH0205002003,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.159473977,0.001001521,11.8469949,4
1924,Bone South,PH0205002004,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.223288159,0.002209784,26.14139134,8
1925,Calitlitan,PH0205002005,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.198566741,0.001665745,19.70720777,2
1926,Canabuan,PH0205002019,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.252359759,0.003137956,37.14040803,1
1927,Canarem,PH0205002020,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.142172553,0.000874682,10.35078203,3
1928,Comon,PH0205002006,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.151292378,0.001000648,11.83621896,2
1929,Cutar,PH0205002007,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.05163493,0.000124408,1.471441852,
1930,Darapidap,PH0205002008,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.187974585,0.001581885,18.70612375,1
1931,Kirang,PH0205002009,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.135992907,0.001129843,13.36241633,
1932,Latar-Nocnoc-San Francisco,PH0205002021,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.189715991,0.001708908,20.21546945,
1933,Nagcuartelan,PH0205002010,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.112615104,0.00041049,4.855311137,
1934,Ocao-Capiniaan,PH0205002022,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.191326768,0.00130165,15.40182076,2
1935,Poblacion,PH0205002011,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.030432502,5.709825e-05,0.67529965,
1936,Sta. Clara,PH0205002012,,Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.093302335,0.000494743,5.854069217,2
